id,molecule_name,atom_index_0,atom_index_1,type,scalar_coupling_constant
4267997,dsgdb9nsd_119196,19,3,3JHC,1.00352
4267998,dsgdb9nsd_119196,19,4,3JHN,3.57691
4267999,dsgdb9nsd_119196,19,5,2JHC,-0.519258
4268000,dsgdb9nsd_119196,19,6,1JHC,80.9588
4268001,dsgdb9nsd_119196,19,20,2JHH,-12.424000000000001
4268002,dsgdb9nsd_119196,20,3,3JHC,8.84334
4268003,dsgdb9nsd_119196,20,4,3JHN,-0.027729000000000004
4268004,dsgdb9nsd_119196,20,5,2JHC,-2.8226299999999998
4268005,dsgdb9nsd_119196,20,6,1JHC,83.7545
4270402,dsgdb9nsd_119257,9,1,2JHC,-0.790875
4270403,dsgdb9nsd_119257,9,2,3JHC,8.17901
4270404,dsgdb9nsd_119257,9,10,3JHH,1.71045
4270405,dsgdb9nsd_119257,9,11,3JHH,1.07607
4270406,dsgdb9nsd_119257,10,1,1JHC,90.5165
4270407,dsgdb9nsd_119257,10,2,2JHC,-0.396692
4270408,dsgdb9nsd_119257,10,3,3JHC,0.23587800000000003
4270409,dsgdb9nsd_119257,10,11,2JHH,-6.03742
4270410,dsgdb9nsd_119257,10,12,3JHH,9.525
4270411,dsgdb9nsd_119257,10,13,3JHH,5.72381
4270412,dsgdb9nsd_119257,11,1,1JHC,86.1779
4270413,dsgdb9nsd_119257,11,2,2JHC,-0.8489700000000001
4270414,dsgdb9nsd_119257,11,3,3JHC,1.5360200000000002
4270415,dsgdb9nsd_119257,11,12,3JHH,3.2311900000000002
4270416,dsgdb9nsd_119257,11,13,3JHH,10.8328
4270417,dsgdb9nsd_119257,12,1,2JHC,-4.43896
4270418,dsgdb9nsd_119257,12,2,1JHC,86.7012
4270419,dsgdb9nsd_119257,12,3,2JHC,-3.67708
4270420,dsgdb9nsd_119257,12,4,3JHC,0.48742399999999997
4270421,dsgdb9nsd_119257,12,7,3JHC,6.099069999999999
4270422,dsgdb9nsd_119257,12,8,3JHN,0.195445
4270423,dsgdb9nsd_119257,12,13,2JHH,-13.1564
4270424,dsgdb9nsd_119257,13,1,2JHC,-4.10456
4270425,dsgdb9nsd_119257,13,2,1JHC,85.7927
4270426,dsgdb9nsd_119257,13,3,2JHC,-1.81243
4270427,dsgdb9nsd_119257,13,4,3JHC,2.89194
4270428,dsgdb9nsd_119257,13,7,3JHC,-0.004501
4270429,dsgdb9nsd_119257,13,8,3JHN,0.342174
4270430,dsgdb9nsd_119257,14,2,3JHC,1.55871
4270431,dsgdb9nsd_119257,14,3,2JHC,0.917381
4270432,dsgdb9nsd_119257,14,4,1JHC,84.3126
4270433,dsgdb9nsd_119257,14,5,2JHC,-5.78556
4270434,dsgdb9nsd_119257,14,7,3JHC,-0.022425
4270435,dsgdb9nsd_119257,14,8,3JHN,3.18933
4270436,dsgdb9nsd_119257,14,15,2JHH,-11.8957
4270437,dsgdb9nsd_119257,14,16,3JHH,5.19611
4270438,dsgdb9nsd_119257,15,2,3JHC,5.80258
4270439,dsgdb9nsd_119257,15,3,2JHC,-5.7542
4270440,dsgdb9nsd_119257,15,4,1JHC,81.5851
4270441,dsgdb9nsd_119257,15,5,2JHC,-4.75585
4270442,dsgdb9nsd_119257,15,7,3JHC,4.03805
4270443,dsgdb9nsd_119257,15,8,3JHN,0.9538260000000001
4270444,dsgdb9nsd_119257,15,16,3JHH,0.199827
4270445,dsgdb9nsd_119257,16,3,3JHC,0.448429
4270446,dsgdb9nsd_119257,16,4,2JHC,30.182
4270447,dsgdb9nsd_119257,16,5,1JHC,110.819
4270448,dsgdb9nsd_119257,17,2,3JHC,0.728056
4270449,dsgdb9nsd_119257,17,3,2JHC,-0.182107
4270450,dsgdb9nsd_119257,17,4,3JHC,3.09853
4270451,dsgdb9nsd_119257,17,7,1JHC,113.17
4270452,dsgdb9nsd_119257,17,8,2JHN,5.10609
4270453,dsgdb9nsd_119257,17,18,2JHH,1.12909
4270454,dsgdb9nsd_119257,17,19,3JHH,5.89727
4270455,dsgdb9nsd_119257,18,2,3JHC,2.39527
4270456,dsgdb9nsd_119257,18,3,2JHC,-0.003264
4270457,dsgdb9nsd_119257,18,4,3JHC,1.52383
4270458,dsgdb9nsd_119257,18,7,1JHC,109.88600000000001
4270459,dsgdb9nsd_119257,18,8,2JHN,0.10426500000000001
4270460,dsgdb9nsd_119257,18,19,3JHH,9.53943
4270461,dsgdb9nsd_119257,19,2,3JHC,5.27792
4270462,dsgdb9nsd_119257,19,3,2JHC,0.751977
4270463,dsgdb9nsd_119257,19,4,3JHC,3.8294699999999997
4270464,dsgdb9nsd_119257,19,7,2JHC,-0.917488
4270465,dsgdb9nsd_119257,19,8,1JHN,35.0341
4273933,dsgdb9nsd_119342,9,0,1JHC,82.4935
4273934,dsgdb9nsd_119342,9,2,3JHC,11.3597
4273935,dsgdb9nsd_119342,9,10,2JHH,-9.6835
4273936,dsgdb9nsd_119342,9,11,2JHH,-9.682269999999999
4273937,dsgdb9nsd_119342,10,0,1JHC,92.2611
4273938,dsgdb9nsd_119342,10,2,3JHC,2.3566599999999998
4273939,dsgdb9nsd_119342,10,11,2JHH,-7.4948
4273940,dsgdb9nsd_119342,11,0,1JHC,92.2569
4273941,dsgdb9nsd_119342,11,2,3JHC,2.35265
4273942,dsgdb9nsd_119342,12,0,3JHC,2.01146
4273943,dsgdb9nsd_119342,12,2,1JHC,90.2625
4273944,dsgdb9nsd_119342,12,3,2JHC,-3.2216
4273945,dsgdb9nsd_119342,12,4,3JHC,0.700944
4273946,dsgdb9nsd_119342,12,6,3JHC,0.40434000000000003
4273947,dsgdb9nsd_119342,12,8,3JHC,5.861000000000001
4273948,dsgdb9nsd_119342,12,13,2JHH,-7.859610000000001
4273949,dsgdb9nsd_119342,13,0,3JHC,2.00747
4273950,dsgdb9nsd_119342,13,2,1JHC,90.2586
4273951,dsgdb9nsd_119342,13,3,2JHC,-3.22019
4273952,dsgdb9nsd_119342,13,4,3JHC,5.8600699999999994
4273953,dsgdb9nsd_119342,13,6,3JHC,0.40283800000000003
4273954,dsgdb9nsd_119342,13,8,3JHC,0.701734
4273955,dsgdb9nsd_119342,14,2,3JHC,1.9720900000000001
4273956,dsgdb9nsd_119342,14,3,2JHC,-0.291601
4273957,dsgdb9nsd_119342,14,4,1JHC,115.10600000000001
4273958,dsgdb9nsd_119342,14,5,2JHC,2.438
4273959,dsgdb9nsd_119342,14,6,3JHC,5.51673
4273960,dsgdb9nsd_119342,14,7,3JHC,-0.136479
4273961,dsgdb9nsd_119342,14,8,2JHC,4.26304
4273962,dsgdb9nsd_119342,14,15,3JHH,-0.7294609999999999
4273963,dsgdb9nsd_119342,14,16,3JHH,1.77855
4273964,dsgdb9nsd_119342,14,20,3JHH,2.46523
4273965,dsgdb9nsd_119342,15,3,3JHC,12.1278
4273966,dsgdb9nsd_119342,15,4,2JHC,-0.17903
4273967,dsgdb9nsd_119342,15,5,1JHC,81.9722
4273968,dsgdb9nsd_119342,15,6,2JHC,-0.875574
4273969,dsgdb9nsd_119342,15,7,3JHC,2.34564
4273970,dsgdb9nsd_119342,15,8,3JHC,1.63456
4273971,dsgdb9nsd_119342,15,16,2JHH,-6.26405
4273972,dsgdb9nsd_119342,15,17,3JHH,-0.46582700000000005
4273973,dsgdb9nsd_119342,16,3,3JHC,2.6775599999999997
4273974,dsgdb9nsd_119342,16,4,2JHC,-0.950365
4273975,dsgdb9nsd_119342,16,5,1JHC,88.6368
4273976,dsgdb9nsd_119342,16,6,2JHC,-0.40891700000000003
4273977,dsgdb9nsd_119342,16,7,3JHC,5.485930000000001
4273978,dsgdb9nsd_119342,16,8,3JHC,6.4873400000000006
4273979,dsgdb9nsd_119342,16,17,3JHH,3.71044
4273980,dsgdb9nsd_119342,17,2,3JHC,0.257359
4273981,dsgdb9nsd_119342,17,3,2JHC,0.129891
4273982,dsgdb9nsd_119342,17,4,3JHC,5.81668
4273983,dsgdb9nsd_119342,17,5,2JHC,0.196779
4273984,dsgdb9nsd_119342,17,6,1JHC,87.7502
4273985,dsgdb9nsd_119342,17,7,2JHC,0.195877
4273986,dsgdb9nsd_119342,17,8,3JHC,5.81494
4273987,dsgdb9nsd_119342,17,18,3JHH,-0.46570100000000003
4273988,dsgdb9nsd_119342,17,19,3JHH,3.71045
4273989,dsgdb9nsd_119342,18,3,3JHC,12.13
4273990,dsgdb9nsd_119342,18,4,3JHC,1.63504
4273991,dsgdb9nsd_119342,18,5,3JHC,2.34616
4273992,dsgdb9nsd_119342,18,6,2JHC,-0.8757379999999999
4273993,dsgdb9nsd_119342,18,7,1JHC,81.9733
4273994,dsgdb9nsd_119342,18,8,2JHC,-0.179534
4273995,dsgdb9nsd_119342,18,19,2JHH,-6.26284
4273996,dsgdb9nsd_119342,18,20,3JHH,-0.729329
4273997,dsgdb9nsd_119342,19,3,3JHC,2.6766400000000004
4273998,dsgdb9nsd_119342,19,4,3JHC,6.48829
4273999,dsgdb9nsd_119342,19,5,3JHC,5.48447
4274000,dsgdb9nsd_119342,19,6,2JHC,-0.408269
4274001,dsgdb9nsd_119342,19,7,1JHC,88.6356
4274002,dsgdb9nsd_119342,19,8,2JHC,-0.9489920000000001
4274003,dsgdb9nsd_119342,19,20,3JHH,1.7781900000000002
4274004,dsgdb9nsd_119342,20,2,3JHC,1.9713900000000002
4274005,dsgdb9nsd_119342,20,3,2JHC,-0.291244
4274006,dsgdb9nsd_119342,20,4,2JHC,4.26236
4274007,dsgdb9nsd_119342,20,5,3JHC,-0.136946
4274008,dsgdb9nsd_119342,20,6,3JHC,5.51769
4274009,dsgdb9nsd_119342,20,7,2JHC,2.43757
4274010,dsgdb9nsd_119342,20,8,1JHC,115.102
4281380,dsgdb9nsd_119492,9,0,1JHC,81.7959
4281381,dsgdb9nsd_119492,9,1,2JHC,-1.51203
4281382,dsgdb9nsd_119492,9,2,3JHC,10.4702
4281383,dsgdb9nsd_119492,9,10,2JHH,-11.7062
4281384,dsgdb9nsd_119492,9,11,2JHH,-11.6301
4281385,dsgdb9nsd_119492,9,12,3JHH,2.99682
4281386,dsgdb9nsd_119492,9,13,3JHH,3.0712
4281387,dsgdb9nsd_119492,10,0,1JHC,85.8923
4281388,dsgdb9nsd_119492,10,1,2JHC,-2.10088
4281389,dsgdb9nsd_119492,10,2,3JHC,2.3632400000000002
4281390,dsgdb9nsd_119492,10,11,2JHH,-11.3625
4281391,dsgdb9nsd_119492,10,12,3JHH,3.45051
4281392,dsgdb9nsd_119492,10,13,3JHH,12.3973
4281393,dsgdb9nsd_119492,11,0,1JHC,85.3542
4281394,dsgdb9nsd_119492,11,1,2JHC,-2.2484599999999997
4281395,dsgdb9nsd_119492,11,2,3JHC,2.4102
4281396,dsgdb9nsd_119492,11,12,3JHH,12.5339
4281397,dsgdb9nsd_119492,11,13,3JHH,3.43258
4281398,dsgdb9nsd_119492,12,0,2JHC,-1.8131099999999998
4281399,dsgdb9nsd_119492,12,1,1JHC,84.9599
4281400,dsgdb9nsd_119492,12,2,2JHC,-1.51023
4281401,dsgdb9nsd_119492,12,3,3JHC,1.95114
4281402,dsgdb9nsd_119492,12,13,2JHH,-12.0471
4281403,dsgdb9nsd_119492,12,14,3JHH,11.3452
4281404,dsgdb9nsd_119492,12,15,3JHH,3.76001
4281405,dsgdb9nsd_119492,13,0,2JHC,-1.95055
4281406,dsgdb9nsd_119492,13,1,1JHC,81.9894
4281407,dsgdb9nsd_119492,13,2,2JHC,-1.52451
4281408,dsgdb9nsd_119492,13,3,3JHC,2.6029
4281409,dsgdb9nsd_119492,13,14,3JHH,3.41221
4281410,dsgdb9nsd_119492,13,15,3JHH,11.4473
4281411,dsgdb9nsd_119492,14,0,3JHC,2.21939
4281412,dsgdb9nsd_119492,14,1,2JHC,-2.2774
4281413,dsgdb9nsd_119492,14,2,1JHC,82.4406
4281414,dsgdb9nsd_119492,14,3,2JHC,-0.11570699999999999
4281415,dsgdb9nsd_119492,14,5,3JHC,0.493939
4281416,dsgdb9nsd_119492,14,8,3JHC,0.6860689999999999
4281417,dsgdb9nsd_119492,14,15,2JHH,-12.4138
4281418,dsgdb9nsd_119492,15,0,3JHC,1.9850400000000001
4281419,dsgdb9nsd_119492,15,1,2JHC,-1.6874900000000002
4281420,dsgdb9nsd_119492,15,2,1JHC,86.8937
4281421,dsgdb9nsd_119492,15,3,2JHC,-5.86969
4281422,dsgdb9nsd_119492,15,5,3JHC,2.17244
4281423,dsgdb9nsd_119492,15,8,3JHC,8.87549
4281424,dsgdb9nsd_119492,16,2,3JHC,1.50768
4281425,dsgdb9nsd_119492,16,3,2JHC,-1.12436
4281426,dsgdb9nsd_119492,16,5,1JHC,136.049
4281427,dsgdb9nsd_119492,16,6,2JHC,12.0431
4281428,dsgdb9nsd_119492,16,8,3JHC,1.1608100000000001
4281429,dsgdb9nsd_119492,16,17,3JHH,-1.7866900000000001
4281430,dsgdb9nsd_119492,17,3,3JHC,1.08924
4281431,dsgdb9nsd_119492,17,5,2JHC,12.4578
4281432,dsgdb9nsd_119492,17,6,1JHC,135.094
4281433,dsgdb9nsd_119492,17,8,2JHC,-1.05213
4281434,dsgdb9nsd_119492,17,18,3JHH,1.61681
4281435,dsgdb9nsd_119492,18,2,3JHC,-0.568826
4281436,dsgdb9nsd_119492,18,3,2JHC,11.1048
4281437,dsgdb9nsd_119492,18,5,3JHC,1.44521
4281438,dsgdb9nsd_119492,18,6,2JHC,-1.11785
4281439,dsgdb9nsd_119492,18,8,1JHC,133.977
4283999,dsgdb9nsd_119555,9,1,2JHC,-1.2119799999999998
4284000,dsgdb9nsd_119555,9,2,3JHC,-0.371681
4284001,dsgdb9nsd_119555,9,10,3JHH,13.4352
4284002,dsgdb9nsd_119555,9,11,3JHH,3.3748099999999996
4284003,dsgdb9nsd_119555,10,1,1JHC,90.3414
4284004,dsgdb9nsd_119555,10,2,2JHC,0.332111
4284005,dsgdb9nsd_119555,10,3,3JHC,1.3458700000000001
4284006,dsgdb9nsd_119555,10,11,2JHH,-10.6016
4284007,dsgdb9nsd_119555,10,12,3JHH,10.435
4284008,dsgdb9nsd_119555,10,13,3JHH,4.8034
4284009,dsgdb9nsd_119555,11,1,1JHC,91.6145
4284010,dsgdb9nsd_119555,11,2,2JHC,2.47328
4284011,dsgdb9nsd_119555,11,3,3JHC,0.997589
4284012,dsgdb9nsd_119555,11,12,3JHH,4.097519999999999
4284013,dsgdb9nsd_119555,11,13,3JHH,10.2318
4284014,dsgdb9nsd_119555,12,1,2JHC,-3.50335
4284015,dsgdb9nsd_119555,12,2,1JHC,83.02
4284016,dsgdb9nsd_119555,12,3,2JHC,-2.36658
4284017,dsgdb9nsd_119555,12,4,3JHC,6.75851
4284018,dsgdb9nsd_119555,12,5,3JHC,0.28463499999999997
4284019,dsgdb9nsd_119555,12,7,3JHC,1.3059100000000001
4284020,dsgdb9nsd_119555,12,13,2JHH,-11.434000000000001
4284021,dsgdb9nsd_119555,13,1,2JHC,-4.49631
4284022,dsgdb9nsd_119555,13,2,1JHC,87.7304
4284023,dsgdb9nsd_119555,13,3,2JHC,-4.88119
4284024,dsgdb9nsd_119555,13,4,3JHC,1.54025
4284025,dsgdb9nsd_119555,13,5,3JHC,1.5377299999999998
4284026,dsgdb9nsd_119555,13,7,3JHC,9.240969999999999
4284027,dsgdb9nsd_119555,14,2,3JHC,3.46675
4284028,dsgdb9nsd_119555,14,3,2JHC,0.26428
4284029,dsgdb9nsd_119555,14,4,1JHC,103.11200000000001
4284030,dsgdb9nsd_119555,14,5,2JHC,3.19075
4284031,dsgdb9nsd_119555,14,6,3JHN,0.067867
4284032,dsgdb9nsd_119555,14,7,3JHC,3.90938
4284033,dsgdb9nsd_119555,14,15,2JHH,-3.06756
4284034,dsgdb9nsd_119555,14,16,3JHH,2.07821
4284035,dsgdb9nsd_119555,15,2,3JHC,0.789416
4284036,dsgdb9nsd_119555,15,3,2JHC,-0.08631
4284037,dsgdb9nsd_119555,15,4,1JHC,110.288
4284038,dsgdb9nsd_119555,15,5,2JHC,-1.4455200000000001
4284039,dsgdb9nsd_119555,15,6,3JHN,1.0005600000000001
4284040,dsgdb9nsd_119555,15,7,3JHC,4.94651
4284041,dsgdb9nsd_119555,15,16,3JHH,-0.290553
4284042,dsgdb9nsd_119555,16,2,3JHC,2.02454
4284043,dsgdb9nsd_119555,16,3,2JHC,-0.2859
4284044,dsgdb9nsd_119555,16,4,2JHC,5.9826
4284045,dsgdb9nsd_119555,16,5,1JHC,130.65200000000002
4284046,dsgdb9nsd_119555,16,6,2JHN,4.63229
4284047,dsgdb9nsd_119555,16,7,3JHC,6.35591
4284048,dsgdb9nsd_119555,16,17,3JHH,-1.4873399999999999
4284049,dsgdb9nsd_119555,17,3,3JHC,9.649280000000001
4284050,dsgdb9nsd_119555,17,4,3JHC,1.9798900000000001
4284051,dsgdb9nsd_119555,17,5,2JHC,5.20273
4284052,dsgdb9nsd_119555,17,6,1JHN,47.5458
4284053,dsgdb9nsd_119555,17,7,2JHC,-0.466703
4285758,dsgdb9nsd_119600,9,1,2JHC,-1.2290299999999998
4285759,dsgdb9nsd_119600,9,2,3JHC,-0.149305
4285760,dsgdb9nsd_119600,9,10,3JHH,13.5858
4285761,dsgdb9nsd_119600,9,11,3JHH,3.00909
4285762,dsgdb9nsd_119600,10,1,1JHC,90.5102
4285763,dsgdb9nsd_119600,10,2,2JHC,0.210904
4285764,dsgdb9nsd_119600,10,3,3JHC,1.3183799999999999
4285765,dsgdb9nsd_119600,10,11,2JHH,-10.5132
4285766,dsgdb9nsd_119600,10,12,3JHH,10.285
4285767,dsgdb9nsd_119600,10,13,3JHH,4.619619999999999
4285768,dsgdb9nsd_119600,11,1,1JHC,91.0123
4285769,dsgdb9nsd_119600,11,2,2JHC,2.21638
4285770,dsgdb9nsd_119600,11,3,3JHC,0.8644629999999999
4285771,dsgdb9nsd_119600,11,12,3JHH,3.99455
4285772,dsgdb9nsd_119600,11,13,3JHH,9.91825
4285773,dsgdb9nsd_119600,12,1,2JHC,-3.35739
4285774,dsgdb9nsd_119600,12,2,1JHC,81.66
4285775,dsgdb9nsd_119600,12,3,2JHC,-4.4435
4285776,dsgdb9nsd_119600,12,4,3JHC,6.63046
4285777,dsgdb9nsd_119600,12,5,3JHC,0.399706
4285778,dsgdb9nsd_119600,12,8,3JHN,0.5768949999999999
4285779,dsgdb9nsd_119600,12,13,2JHH,-11.161
4285780,dsgdb9nsd_119600,13,1,2JHC,-4.22631
4285781,dsgdb9nsd_119600,13,2,1JHC,86.0556
4285782,dsgdb9nsd_119600,13,3,2JHC,-2.4048
4285783,dsgdb9nsd_119600,13,4,3JHC,1.4727
4285784,dsgdb9nsd_119600,13,5,3JHC,1.17088
4285785,dsgdb9nsd_119600,13,8,3JHN,2.44809
4285786,dsgdb9nsd_119600,14,2,3JHC,3.9568
4285787,dsgdb9nsd_119600,14,3,2JHC,0.606218
4285788,dsgdb9nsd_119600,14,4,1JHC,104.07799999999999
4285789,dsgdb9nsd_119600,14,5,2JHC,2.57373
4285790,dsgdb9nsd_119600,14,8,3JHN,0.27491
4285791,dsgdb9nsd_119600,14,15,2JHH,-4.68443
4285792,dsgdb9nsd_119600,14,16,3JHH,4.63893
4285793,dsgdb9nsd_119600,15,2,3JHC,0.7640100000000001
4285794,dsgdb9nsd_119600,15,3,2JHC,-1.32813
4285795,dsgdb9nsd_119600,15,4,1JHC,112.389
4285796,dsgdb9nsd_119600,15,5,2JHC,-2.71908
4285797,dsgdb9nsd_119600,15,8,3JHN,0.29842399999999997
4285798,dsgdb9nsd_119600,15,16,3JHH,0.39760999999999996
4285799,dsgdb9nsd_119600,16,2,3JHC,2.5455099999999997
4285800,dsgdb9nsd_119600,16,3,2JHC,1.3834899999999999
4285801,dsgdb9nsd_119600,16,4,2JHC,2.26873
4285802,dsgdb9nsd_119600,16,5,1JHC,124.66
4285803,dsgdb9nsd_119600,16,7,3JHC,5.59706
4285804,dsgdb9nsd_119600,16,8,3JHN,-0.350623
4285805,dsgdb9nsd_119600,17,3,3JHC,8.914589999999999
4285806,dsgdb9nsd_119600,17,5,3JHC,2.9705
4285807,dsgdb9nsd_119600,17,7,1JHC,130.7
4285808,dsgdb9nsd_119600,17,8,2JHN,11.2464
4286579,dsgdb9nsd_119614,9,0,1JHC,85.7567
4286580,dsgdb9nsd_119614,9,1,2JHC,-4.60495
4286581,dsgdb9nsd_119614,9,10,2JHH,-11.6639
4286582,dsgdb9nsd_119614,9,11,2JHH,-10.8581
4286583,dsgdb9nsd_119614,9,12,3JHH,11.9569
4286584,dsgdb9nsd_119614,9,13,3JHH,4.29879
4286585,dsgdb9nsd_119614,10,0,1JHC,80.83
4286586,dsgdb9nsd_119614,10,1,2JHC,2.1438599999999997
4286587,dsgdb9nsd_119614,10,11,2JHH,-11.6074
4286588,dsgdb9nsd_119614,10,12,3JHH,1.8702299999999998
4286589,dsgdb9nsd_119614,10,13,3JHH,1.80095
4286590,dsgdb9nsd_119614,11,0,1JHC,85.5765
4286591,dsgdb9nsd_119614,11,1,2JHC,-4.4793199999999995
4286592,dsgdb9nsd_119614,11,12,3JHH,4.34986
4286593,dsgdb9nsd_119614,11,13,3JHH,11.6919
4286594,dsgdb9nsd_119614,12,0,2JHC,-1.14772
4286595,dsgdb9nsd_119614,12,1,1JHC,93.2164
4286596,dsgdb9nsd_119614,12,3,3JHC,2.36008
4286597,dsgdb9nsd_119614,12,13,2JHH,-7.54345
4286598,dsgdb9nsd_119614,13,0,2JHC,-0.786826
4286599,dsgdb9nsd_119614,13,1,1JHC,91.1769
4286600,dsgdb9nsd_119614,13,3,3JHC,0.664327
4286601,dsgdb9nsd_119614,14,3,2JHC,-2.2798
4286602,dsgdb9nsd_119614,14,4,1JHC,104.861
4286603,dsgdb9nsd_119614,14,5,2JHC,1.7692
4286604,dsgdb9nsd_119614,14,8,3JHC,1.6966
4286605,dsgdb9nsd_119614,14,15,2JHH,-4.91081
4286606,dsgdb9nsd_119614,14,16,3JHH,5.36715
4286607,dsgdb9nsd_119614,15,3,2JHC,1.15142
4286608,dsgdb9nsd_119614,15,4,1JHC,106.022
4286609,dsgdb9nsd_119614,15,5,2JHC,-2.45593
4286610,dsgdb9nsd_119614,15,8,3JHC,2.3832299999999997
4286611,dsgdb9nsd_119614,15,16,3JHH,1.09065
4286612,dsgdb9nsd_119614,16,3,2JHC,-1.31425
4286613,dsgdb9nsd_119614,16,4,2JHC,2.3035099999999997
4286614,dsgdb9nsd_119614,16,5,1JHC,125.068
4286615,dsgdb9nsd_119614,16,7,3JHC,6.49916
4286616,dsgdb9nsd_119614,16,8,3JHC,0.291687
4286617,dsgdb9nsd_119614,17,3,3JHC,6.51619
4286618,dsgdb9nsd_119614,17,5,3JHC,6.84939
4286619,dsgdb9nsd_119614,17,7,1JHC,85.1128
4286620,dsgdb9nsd_119614,17,8,2JHC,0.447713
4286621,dsgdb9nsd_119614,17,18,2JHH,-8.005510000000001
4286622,dsgdb9nsd_119614,17,19,3JHH,0.600229
4286623,dsgdb9nsd_119614,17,20,3JHH,8.272260000000001
4286624,dsgdb9nsd_119614,18,3,3JHC,0.28884699999999996
4286625,dsgdb9nsd_119614,18,5,3JHC,-0.373194
4286626,dsgdb9nsd_119614,18,7,1JHC,94.6069
4286627,dsgdb9nsd_119614,18,8,2JHC,0.15664
4286628,dsgdb9nsd_119614,18,19,3JHH,6.1875800000000005
4286629,dsgdb9nsd_119614,18,20,3JHH,9.13525
4286630,dsgdb9nsd_119614,19,3,2JHC,-1.7591900000000003
4286631,dsgdb9nsd_119614,19,4,3JHC,2.1720200000000003
4286632,dsgdb9nsd_119614,19,5,3JHC,5.23996
4286633,dsgdb9nsd_119614,19,7,2JHC,3.45476
4286634,dsgdb9nsd_119614,19,8,1JHC,80.9338
4286635,dsgdb9nsd_119614,19,20,2JHH,-9.35859
4286636,dsgdb9nsd_119614,20,3,2JHC,-5.2433
4286637,dsgdb9nsd_119614,20,4,3JHC,5.65107
4286638,dsgdb9nsd_119614,20,5,3JHC,0.030383999999999998
4286639,dsgdb9nsd_119614,20,7,2JHC,-3.00179
4286640,dsgdb9nsd_119614,20,8,1JHC,86.6188
4299534,dsgdb9nsd_119911,9,0,1JHC,81.09
4299535,dsgdb9nsd_119911,9,1,2JHC,2.33009
4299536,dsgdb9nsd_119911,9,10,2JHH,-11.8918
4299537,dsgdb9nsd_119911,9,11,2JHH,-11.8445
4299538,dsgdb9nsd_119911,9,12,3JHH,1.7708
4299539,dsgdb9nsd_119911,9,13,3JHH,1.85705
4299540,dsgdb9nsd_119911,10,0,1JHC,85.3939
4299541,dsgdb9nsd_119911,10,1,2JHC,-4.43237
4299542,dsgdb9nsd_119911,10,11,2JHH,-10.6331
4299543,dsgdb9nsd_119911,10,12,3JHH,4.34207
4299544,dsgdb9nsd_119911,10,13,3JHH,11.8034
4299545,dsgdb9nsd_119911,11,0,1JHC,85.9874
4299546,dsgdb9nsd_119911,11,1,2JHC,-4.65322
4299547,dsgdb9nsd_119911,11,12,3JHH,11.815
4299548,dsgdb9nsd_119911,11,13,3JHH,4.26581
4299549,dsgdb9nsd_119911,12,0,2JHC,-0.8680190000000001
4299550,dsgdb9nsd_119911,12,1,1JHC,93.7241
4299551,dsgdb9nsd_119911,12,3,3JHC,1.25045
4299552,dsgdb9nsd_119911,12,13,2JHH,-7.731610000000001
4299553,dsgdb9nsd_119911,13,0,2JHC,-0.9208459999999999
4299554,dsgdb9nsd_119911,13,1,1JHC,91.6582
4299555,dsgdb9nsd_119911,13,3,3JHC,1.46181
4299556,dsgdb9nsd_119911,14,1,3JHC,2.0777200000000002
4299557,dsgdb9nsd_119911,14,3,1JHC,120.99799999999999
4299558,dsgdb9nsd_119911,14,4,2JHC,0.719302
4299559,dsgdb9nsd_119911,14,6,2JHC,0.271541
4299560,dsgdb9nsd_119911,14,7,3JHC,-0.32487
4299561,dsgdb9nsd_119911,14,15,3JHH,6.18003
4299562,dsgdb9nsd_119911,15,3,2JHC,0.94005
4299563,dsgdb9nsd_119911,15,4,1JHC,123.809
4299564,dsgdb9nsd_119911,15,6,2JHC,0.9233299999999999
4299565,dsgdb9nsd_119911,15,7,3JHC,-0.34425
4299566,dsgdb9nsd_119911,15,16,3JHH,4.88248
4299567,dsgdb9nsd_119911,16,3,3JHC,6.9513300000000005
4299568,dsgdb9nsd_119911,16,4,2JHC,-1.9247900000000002
4299569,dsgdb9nsd_119911,16,6,3JHC,0.81015
4299570,dsgdb9nsd_119911,17,3,3JHC,0.9263450000000001
4299571,dsgdb9nsd_119911,17,4,3JHC,0.515728
4299572,dsgdb9nsd_119911,17,6,2JHC,-1.53731
4299573,dsgdb9nsd_119911,17,7,1JHC,85.5302
4299574,dsgdb9nsd_119911,17,18,2JHH,-11.155
4299575,dsgdb9nsd_119911,17,19,2JHH,-12.9521
4299576,dsgdb9nsd_119911,18,3,3JHC,1.0378399999999999
4299577,dsgdb9nsd_119911,18,4,3JHC,5.79244
4299578,dsgdb9nsd_119911,18,6,2JHC,-4.3434800000000005
4299579,dsgdb9nsd_119911,18,7,1JHC,83.2218
4299580,dsgdb9nsd_119911,18,19,2JHH,-10.7945
4299581,dsgdb9nsd_119911,19,3,3JHC,6.20817
4299582,dsgdb9nsd_119911,19,4,3JHC,1.59495
4299583,dsgdb9nsd_119911,19,6,2JHC,-4.55167
4299584,dsgdb9nsd_119911,19,7,1JHC,80.9976
4299585,dsgdb9nsd_119911,20,3,3JHC,9.21745
4299586,dsgdb9nsd_119911,20,4,3JHC,1.3976
4299587,dsgdb9nsd_119911,20,6,2JHC,-1.78198
4299588,dsgdb9nsd_119911,20,7,3JHC,-0.521987
4302516,dsgdb9nsd_119981,9,0,1JHC,83.5516
